name,classe,cours,id,entree,sortie,score,remarque,id_user,id_meeting,planning_cours_journalier_id,ip,created_at,updated_at,source,canal_feedback
Sara Bennani,BV_ST02,Marketing Digital,6543,2025-02-17 06:15:55,2025-02-17 07:40:55,9,Formateur très compétent et à l'écoute.,1519,65,\N,\N,2025-02-17 06:16:55,2025-02-17 07:41:55,web4job,réseaux sociaux
Lina Bennani,BV_ST03,Machine Learning avancé,6544,2025-06-05 08:15:55,2025-06-05 09:28:55,10,Formateur très compétent et à l'écoute.,1963,67,\N,\N,2025-06-05 08:16:55,2025-06-05 09:29:55,udemy,enquête
Sara Slaoui,BV_ST04,Formation Python pour débutants,6545,2025-03-05 06:15:55,2025-03-05 07:32:55,9,"Méthodologie adaptée, j'ai beaucoup appris.",1957,66,\N,\N,2025-03-05 06:16:55,2025-03-05 07:33:55,openclassrooms,plateforme
Adam Slaoui,BV_ST04,Formation Python pour débutants,6546,2025-05-15 06:15:55,2025-05-15 07:27:55,6,"Cours correct, rien de particulier à signaler.",1935,67,\N,\N,2025-05-15 06:16:55,2025-05-15 07:28:55,openclassrooms,plateforme
Amine El Amrani,BV_ST01,Introduction à l’IA,6547,2025-04-24 06:15:55,2025-04-24 07:43:55,6,"Cours correct, rien de particulier à signaler.",1534,56,\N,\N,2025-04-24 06:16:55,2025-04-24 07:44:55,openclassrooms,plateforme
Sara Fadili,BV_ST03,Analyse de données avec Excel,6548,2025-01-23 06:15:55,2025-01-23 07:32:55,8,"Méthodologie adaptée, j'ai beaucoup appris.",1594,69,\N,\N,2025-01-23 06:16:55,2025-01-23 07:33:55,udemy,enquête
Sara Slaoui,BV_ST03,Introduction à l’IA,6549,2025-03-29 07:15:55,2025-03-29 08:29:55,8,"Très satisfait du cours, contenu clair et utile.",1586,55,\N,\N,2025-03-29 07:16:55,2025-03-29 08:30:55,edx,enquête
Amine Slaoui,BV_ST02,Développement Web FullStack,6550,2025-04-17 08:15:55,2025-04-17 09:28:55,8,"Méthodologie adaptée, j'ai beaucoup appris.",1905,55,\N,\N,2025-04-17 08:16:55,2025-04-17 09:29:55,web4job,email
Nour Toumi,BV_ST03,Développement Web FullStack,6551,2025-02-08 08:15:55,2025-02-08 09:40:55,9,"Bonne expérience, je recommande cette formation.",1721,61,\N,\N,2025-02-08 08:16:55,2025-02-08 09:41:55,edx,email
Nour Jabrane,BV_ST02,Formation Python pour débutants,6552,2025-02-19 08:15:55,2025-02-19 09:28:55,10,"Très satisfait du cours, contenu clair et utile.",1644,52,\N,\N,2025-02-19 08:16:55,2025-02-19 09:29:55,udemy,enquête
Youssef Essaid,BV_ST04,Analyse de données avec Excel,6553,2025-05-27 08:15:55,2025-05-27 09:26:55,6,"Ni bon ni mauvais, c'était acceptable.",1948,66,\N,\N,2025-05-27 08:16:55,2025-05-27 09:27:55,coursera,enquête
Sara Benali,BV_ST03,Sécurité Informatique,6554,2025-01-23 08:15:55,2025-01-23 09:36:55,6,D'accord avec le contenu mais peut être amélioré.,1869,55,\N,\N,2025-01-23 08:16:55,2025-01-23 09:37:55,edx,email
Sara Toumi,BV_ST04,Développement Web FullStack,6555,2025-01-27 06:15:55,2025-01-27 07:34:55,9,"Bonne expérience, je recommande cette formation.",1915,51,\N,\N,2025-01-27 06:16:55,2025-01-27 07:35:55,coursera,email
Sara Essaid,BV_ST01,Machine Learning avancé,6556,2025-03-12 07:15:55,2025-03-12 08:40:55,9,"Bonne expérience, je recommande cette formation.",1993,68,\N,\N,2025-03-12 07:16:55,2025-03-12 08:41:55,udemy,email
Amine Jabrane,BV_ST01,Introduction à l’IA,6557,2025-07-07 07:15:55,2025-07-07 08:32:55,7,"Cours correct, rien de particulier à signaler.",1838,58,\N,\N,2025-07-07 07:16:55,2025-07-07 08:33:55,edx,enquête
Rania Slaoui,BV_ST03,Machine Learning avancé,6558,2025-04-07 06:15:55,2025-04-07 07:42:55,6,"Formation conforme aux attentes, sans surprise.",1729,56,\N,\N,2025-04-07 06:16:55,2025-04-07 07:43:55,openclassrooms,email
Amine Slaoui,BV_ST03,Développement Web FullStack,6559,2025-04-28 06:15:55,2025-04-28 07:20:55,9,"Très satisfait du cours, contenu clair et utile.",1886,50,\N,\N,2025-04-28 06:16:55,2025-04-28 07:21:55,udemy,enquête
Adam Slaoui,BV_ST03,Formation Python pour débutants,6560,2025-05-21 07:15:55,2025-05-21 08:28:55,6,"Ni bon ni mauvais, c'était acceptable.",1680,52,\N,\N,2025-05-21 07:16:55,2025-05-21 08:29:55,coursera,réseaux sociaux
Rania El Amrani,BV_ST02,Analyse de données avec Excel,6561,2025-06-01 07:15:55,2025-06-01 08:25:55,8,"Très satisfait du cours, contenu clair et utile.",1854,53,\N,\N,2025-06-01 07:16:55,2025-06-01 08:26:55,openclassrooms,enquête
Adam Benali,BV_ST01,Analyse de données avec Excel,6562,2025-03-19 08:15:55,2025-03-19 09:42:55,10,"Méthodologie adaptée, j'ai beaucoup appris.",1781,60,\N,\N,2025-03-19 08:16:55,2025-03-19 09:43:55,udemy,email
Amine Essaid,BV_ST02,Formation Python pour débutants,6563,2025-06-04 06:15:55,2025-06-04 07:19:55,6,"Ni bon ni mauvais, c'était acceptable.",1869,65,\N,\N,2025-06-04 06:16:55,2025-06-04 07:20:55,udemy,plateforme
Khadija Slaoui,BV_ST02,Formation Python pour débutants,6564,2025-01-23 06:15:55,2025-01-23 07:33:55,9,"Méthodologie adaptée, j'ai beaucoup appris.",1788,56,\N,\N,2025-01-23 06:16:55,2025-01-23 07:34:55,coursera,email
Lina El Amrani,BV_ST01,Sécurité Informatique,6565,2025-06-10 07:15:55,2025-06-10 08:28:55,9,"Très satisfait du cours, contenu clair et utile.",1955,61,\N,\N,2025-06-10 07:16:55,2025-06-10 08:29:55,openclassrooms,plateforme
Nour Benali,BV_ST03,Machine Learning avancé,6566,2025-04-05 08:15:55,2025-04-05 09:34:55,9,"Méthodologie adaptée, j'ai beaucoup appris.",1919,66,\N,\N,2025-04-05 08:16:55,2025-04-05 09:35:55,openclassrooms,réseaux sociaux
Adam El Amrani,BV_ST01,Introduction à l’IA,6567,2025-06-20 07:15:55,2025-06-20 08:23:55,8,Formateur très compétent et à l'écoute.,1883,51,\N,\N,2025-06-20 07:16:55,2025-06-20 08:24:55,openclassrooms,réseaux sociaux
Ayoub Bennani,BV_ST01,Marketing Digital,6568,2025-01-31 07:15:55,2025-01-31 08:44:55,9,"Méthodologie adaptée, j'ai beaucoup appris.",1778,62,\N,\N,2025-01-31 07:16:55,2025-01-31 08:45:55,edx,réseaux sociaux
Khadija Toumi,BV_ST02,Introduction à l’IA,6569,2025-02-21 07:15:55,2025-02-21 08:15:55,10,"Bonne expérience, je recommande cette formation.",1974,62,\N,\N,2025-02-21 07:16:55,2025-02-21 08:16:55,openclassrooms,plateforme
Ayoub Jabrane,BV_ST03,Introduction à l’IA,6570,2025-07-01 06:15:55,2025-07-01 07:42:55,6,"Cours correct, rien de particulier à signaler.",1957,52,\N,\N,2025-07-01 06:16:55,2025-07-01 07:43:55,web4job,plateforme
Amine Fadili,BV_ST04,Développement Web FullStack,6571,2025-01-29 06:15:55,2025-01-29 07:36:55,8,"Méthodologie adaptée, j'ai beaucoup appris.",1753,62,\N,\N,2025-01-29 06:16:55,2025-01-29 07:37:55,udemy,email
Nour Bennani,BV_ST02,Formation Python pour débutants,6572,2025-07-04 07:15:55,2025-07-04 08:20:55,8,"Très satisfait du cours, contenu clair et utile.",1920,61,\N,\N,2025-07-04 07:16:55,2025-07-04 08:21:55,web4job,réseaux sociaux
Khadija Benali,BV_ST04,Marketing Digital,6573,2025-01-12 06:15:55,2025-01-12 07:27:55,7,"Ni bon ni mauvais, c'était acceptable.",1511,58,\N,\N,2025-01-12 06:16:55,2025-01-12 07:28:55,edx,réseaux sociaux
Adam Bennani,BV_ST04,Introduction à l’IA,6574,2025-03-20 08:15:55,2025-03-20 09:32:55,8,Formateur très compétent et à l'écoute.,1854,51,\N,\N,2025-03-20 08:16:55,2025-03-20 09:33:55,edx,réseaux sociaux
Omar Fadili,BV_ST04,Introduction à l’IA,6575,2025-02-21 08:15:55,2025-02-21 09:28:55,8,"Méthodologie adaptée, j'ai beaucoup appris.",1582,54,\N,\N,2025-02-21 08:16:55,2025-02-21 09:29:55,web4job,plateforme
Nour Jabrane,BV_ST04,Analyse de données avec Excel,6576,2025-05-26 07:15:55,2025-05-26 08:27:55,6,"Formation conforme aux attentes, sans surprise.",1905,53,\N,\N,2025-05-26 07:16:55,2025-05-26 08:28:55,udemy,réseaux sociaux
Youssef Toumi,BV_ST02,Marketing Digital,6577,2025-03-11 06:15:55,2025-03-11 07:19:55,8,"Méthodologie adaptée, j'ai beaucoup appris.",1856,62,\N,\N,2025-03-11 06:16:55,2025-03-11 07:20:55,edx,enquête
Nour Bennani,BV_ST04,Développement Web FullStack,6578,2025-01-17 07:15:55,2025-01-17 08:44:55,6,D'accord avec le contenu mais peut être amélioré.,1507,67,\N,\N,2025-01-17 07:16:55,2025-01-17 08:45:55,edx,réseaux sociaux
Sara Fadili,BV_ST02,Formation Python pour débutants,6579,2025-05-04 07:15:55,2025-05-04 08:20:55,10,"Très satisfait du cours, contenu clair et utile.",1842,68,\N,\N,2025-05-04 07:16:55,2025-05-04 08:21:55,udemy,réseaux sociaux
Youssef Essaid,BV_ST01,Développement Web FullStack,6580,2025-01-16 06:15:55,2025-01-16 07:28:55,10,Formateur très compétent et à l'écoute.,1654,53,\N,\N,2025-01-16 06:16:55,2025-01-16 07:29:55,openclassrooms,enquête
Ayoub Benali,BV_ST04,Sécurité Informatique,6581,2025-05-08 07:15:55,2025-05-08 08:40:55,9,"Méthodologie adaptée, j'ai beaucoup appris.",1772,68,\N,\N,2025-05-08 07:16:55,2025-05-08 08:41:55,web4job,email
Lina Slaoui,BV_ST01,Sécurité Informatique,6582,2025-04-29 07:15:55,2025-04-29 08:45:55,10,"Méthodologie adaptée, j'ai beaucoup appris.",1838,64,\N,\N,2025-04-29 07:16:55,2025-04-29 08:46:55,udemy,plateforme
Rania Bennani,BV_ST01,Formation Python pour débutants,6583,2025-04-13 08:15:55,2025-04-13 09:25:55,6,D'accord avec le contenu mais peut être amélioré.,1823,66,\N,\N,2025-04-13 08:16:55,2025-04-13 09:26:55,edx,enquête
Rania El Amrani,BV_ST01,Sécurité Informatique,6584,2025-05-10 06:15:55,2025-05-10 07:15:55,7,"Cours correct, rien de particulier à signaler.",1590,61,\N,\N,2025-05-10 06:16:55,2025-05-10 07:16:55,coursera,email
Youssef Jabrane,BV_ST04,Analyse de données avec Excel,6585,2025-04-13 07:15:55,2025-04-13 08:43:55,6,D'accord avec le contenu mais peut être amélioré.,1825,52,\N,\N,2025-04-13 07:16:55,2025-04-13 08:44:55,edx,email
Amine Hamzaoui,BV_ST01,Analyse de données avec Excel,6586,2025-01-15 08:15:55,2025-01-15 09:38:55,8,"Méthodologie adaptée, j'ai beaucoup appris.",1804,56,\N,\N,2025-01-15 08:16:55,2025-01-15 09:39:55,udemy,réseaux sociaux
Khadija Toumi,BV_ST03,Formation Python pour débutants,6587,2025-03-16 07:15:55,2025-03-16 08:35:55,9,"Très satisfait du cours, contenu clair et utile.",1526,58,\N,\N,2025-03-16 07:16:55,2025-03-16 08:36:55,web4job,réseaux sociaux
Adam Essaid,BV_ST03,Développement Web FullStack,6588,2025-05-28 06:15:55,2025-05-28 07:17:55,10,"Méthodologie adaptée, j'ai beaucoup appris.",1880,61,\N,\N,2025-05-28 06:16:55,2025-05-28 07:18:55,edx,plateforme
Sara Hamzaoui,BV_ST01,Sécurité Informatique,6589,2025-05-26 07:15:55,2025-05-26 08:43:55,6,D'accord avec le contenu mais peut être amélioré.,1643,66,\N,\N,2025-05-26 07:16:55,2025-05-26 08:44:55,openclassrooms,enquête
Rania Bennani,BV_ST03,Machine Learning avancé,6590,2025-02-12 06:15:55,2025-02-12 07:32:55,6,D'accord avec le contenu mais peut être amélioré.,1660,58,\N,\N,2025-02-12 06:16:55,2025-02-12 07:33:55,web4job,enquête
Khadija Slaoui,BV_ST01,Formation Python pour débutants,6591,2025-04-12 06:15:55,2025-04-12 07:15:55,9,"Méthodologie adaptée, j'ai beaucoup appris.",1648,69,\N,\N,2025-04-12 06:16:55,2025-04-12 07:16:55,coursera,email
Ayoub Hamzaoui,BV_ST01,Formation Python pour débutants,6592,2025-05-17 06:15:55,2025-05-17 07:23:55,7,"Formation conforme aux attentes, sans surprise.",1809,51,\N,\N,2025-05-17 06:16:55,2025-05-17 07:24:55,openclassrooms,email
Omar El Amrani,BV_ST01,Machine Learning avancé,6593,2025-01-09 06:15:55,2025-01-09 07:28:55,7,"Formation conforme aux attentes, sans surprise.",1527,70,\N,\N,2025-01-09 06:16:55,2025-01-09 07:29:55,coursera,enquête
Ayoub El Amrani,BV_ST02,Introduction à l’IA,6594,2025-06-05 08:15:55,2025-06-05 09:42:55,10,"Méthodologie adaptée, j'ai beaucoup appris.",1694,66,\N,\N,2025-06-05 08:16:55,2025-06-05 09:43:55,edx,réseaux sociaux
Omar Essaid,BV_ST01,Développement Web FullStack,6595,2025-02-19 06:15:55,2025-02-19 07:29:55,7,"Ni bon ni mauvais, c'était acceptable.",1673,70,\N,\N,2025-02-19 06:16:55,2025-02-19 07:30:55,udemy,enquête
Sara Hamzaoui,BV_ST04,Sécurité Informatique,6596,2025-02-17 06:15:55,2025-02-17 07:15:55,10,Formateur très compétent et à l'écoute.,1787,61,\N,\N,2025-02-17 06:16:55,2025-02-17 07:16:55,udemy,plateforme
Lina El Amrani,BV_ST02,Marketing Digital,6597,2025-01-19 08:15:55,2025-01-19 09:23:55,7,"Cours correct, rien de particulier à signaler.",1984,57,\N,\N,2025-01-19 08:16:55,2025-01-19 09:24:55,web4job,plateforme
Nour Hamzaoui,BV_ST04,Marketing Digital,6598,2025-03-01 07:15:55,2025-03-01 08:16:55,7,"Ni bon ni mauvais, c'était acceptable.",1674,53,\N,\N,2025-03-01 07:16:55,2025-03-01 08:17:55,web4job,réseaux sociaux
Nour Hamzaoui,BV_ST02,Développement Web FullStack,6599,2025-02-12 08:15:55,2025-02-12 09:40:55,7,"Formation conforme aux attentes, sans surprise.",1641,65,\N,\N,2025-02-12 08:16:55,2025-02-12 09:41:55,openclassrooms,enquête
Youssef Essaid,BV_ST01,Sécurité Informatique,6000,2025-04-18 07:37:36,2025-04-18 08:40:36,8,Formateur très compétent et à l'écoute.,1625,51,\N,\N,2025-04-18 07:38:36,2025-04-18 08:41:36,web4job,email
Ayoub Jabrane,BV_ST04,Introduction à l’IA,6001,2025-04-04 09:37:36,2025-04-04 10:48:36,8,"Très satisfait du cours, contenu clair et utile.",1844,57,\N,\N,2025-04-04 09:38:36,2025-04-04 10:49:36,openclassrooms,enquête
Khadija Fadili,BV_ST02,Formation Python pour débutants,6002,2025-06-19 07:37:36,2025-06-19 08:50:36,8,"Très satisfait du cours, contenu clair et utile.",1874,59,\N,\N,2025-06-19 07:38:36,2025-06-19 08:51:36,edx,email
Sara Slaoui,BV_ST01,Analyse de données avec Excel,6003,2025-02-19 08:37:36,2025-02-19 09:41:36,8,"Bonne expérience, je recommande cette formation.",1685,62,\N,\N,2025-02-19 08:38:36,2025-02-19 09:42:36,edx,enquête
Omar El Amrani,BV_ST01,Marketing Digital,6004,2025-04-04 08:37:36,2025-04-04 10:06:36,6,"Ni bon ni mauvais, c'était acceptable.",1621,64,\N,\N,2025-04-04 08:38:36,2025-04-04 10:07:36,coursera,enquête
Adam Fadili,BV_ST03,Développement Web FullStack,6005,2025-06-03 07:37:36,2025-06-03 08:59:36,8,"Méthodologie adaptée, j'ai beaucoup appris.",1825,59,\N,\N,2025-06-03 07:38:36,2025-06-03 09:00:36,udemy,plateforme
Khadija Jabrane,BV_ST02,Sécurité Informatique,6006,2025-07-04 07:37:36,2025-07-04 08:44:36,9,"Méthodologie adaptée, j'ai beaucoup appris.",1511,54,\N,\N,2025-07-04 07:38:36,2025-07-04 08:45:36,edx,enquête
Sara Slaoui,BV_ST02,Développement Web FullStack,6007,2025-06-22 08:37:36,2025-06-22 10:07:36,10,Formateur très compétent et à l'écoute.,1870,69,\N,\N,2025-06-22 08:38:36,2025-06-22 10:08:36,edx,réseaux sociaux
Nour Benali,BV_ST04,Sécurité Informatique,6008,2025-01-28 07:37:36,2025-01-28 09:05:36,8,Formateur très compétent et à l'écoute.,1568,65,\N,\N,2025-01-28 07:38:36,2025-01-28 09:06:36,udemy,email
Omar Slaoui,BV_ST03,Marketing Digital,6009,2025-04-15 09:37:36,2025-04-15 10:38:36,7,"Cours correct, rien de particulier à signaler.",1728,56,\N,\N,2025-04-15 09:38:36,2025-04-15 10:39:36,openclassrooms,réseaux sociaux
Adam Fadili,BV_ST02,Introduction à l’IA,6010,2025-04-20 07:37:36,2025-04-20 08:45:36,6,D'accord avec le contenu mais peut être amélioré.,1852,67,\N,\N,2025-04-20 07:38:36,2025-04-20 08:46:36,web4job,réseaux sociaux
Khadija Essaid,BV_ST04,Analyse de données avec Excel,6011,2025-06-23 07:37:36,2025-06-23 08:44:36,8,"Très satisfait du cours, contenu clair et utile.",1567,63,\N,\N,2025-06-23 07:38:36,2025-06-23 08:45:36,udemy,email
Nour Bennani,BV_ST03,Analyse de données avec Excel,6012,2025-05-12 07:37:36,2025-05-12 08:56:36,7,D'accord avec le contenu mais peut être amélioré.,1599,67,\N,\N,2025-05-12 07:38:36,2025-05-12 08:57:36,web4job,email
Ayoub Hamzaoui,BV_ST03,Introduction à l’IA,6013,2025-06-12 07:37:36,2025-06-12 08:37:36,9,"Très satisfait du cours, contenu clair et utile.",1983,68,\N,\N,2025-06-12 07:38:36,2025-06-12 08:38:36,openclassrooms,réseaux sociaux
Rania Jabrane,BV_ST02,Introduction à l’IA,6014,2025-05-21 07:37:36,2025-05-21 08:59:36,10,Formateur très compétent et à l'écoute.,1762,52,\N,\N,2025-05-21 07:38:36,2025-05-21 09:00:36,udemy,email
Lina Essaid,BV_ST03,Analyse de données avec Excel,6015,2025-04-04 08:37:36,2025-04-04 09:43:36,6,"Formation conforme aux attentes, sans surprise.",1895,65,\N,\N,2025-04-04 08:38:36,2025-04-04 09:44:36,coursera,réseaux sociaux
Ayoub Fadili,BV_ST04,Machine Learning avancé,6016,2025-06-12 07:37:36,2025-06-12 08:50:36,9,Formateur très compétent et à l'écoute.,1788,51,\N,\N,2025-06-12 07:38:36,2025-06-12 08:51:36,coursera,réseaux sociaux
Lina Bennani,BV_ST01,Marketing Digital,6017,2025-01-16 09:37:36,2025-01-16 10:40:36,8,"Très satisfait du cours, contenu clair et utile.",1982,63,\N,\N,2025-01-16 09:38:36,2025-01-16 10:41:36,udemy,email
Adam Hamzaoui,BV_ST02,Machine Learning avancé,6018,2025-04-12 09:37:36,2025-04-12 11:01:36,9,"Très satisfait du cours, contenu clair et utile.",1631,66,\N,\N,2025-04-12 09:38:36,2025-04-12 11:02:36,openclassrooms,enquête
Khadija Hamzaoui,BV_ST03,Machine Learning avancé,6019,2025-06-14 09:37:36,2025-06-14 10:39:36,6,"Ni bon ni mauvais, c'était acceptable.",1678,60,\N,\N,2025-06-14 09:38:36,2025-06-14 10:40:36,edx,email
Adam Toumi,BV_ST03,Analyse de données avec Excel,6020,2025-02-04 08:37:36,2025-02-04 09:40:36,10,Formateur très compétent et à l'écoute.,1934,56,\N,\N,2025-02-04 08:38:36,2025-02-04 09:41:36,udemy,réseaux sociaux
Omar Jabrane,BV_ST01,Marketing Digital,6021,2025-06-30 08:37:36,2025-06-30 09:41:36,6,"Formation conforme aux attentes, sans surprise.",1658,69,\N,\N,2025-06-30 08:38:36,2025-06-30 09:42:36,edx,plateforme
Youssef Slaoui,BV_ST02,Marketing Digital,6022,2025-06-18 08:37:36,2025-06-18 09:55:36,9,"Méthodologie adaptée, j'ai beaucoup appris.",1791,60,\N,\N,2025-06-18 08:38:36,2025-06-18 09:56:36,openclassrooms,réseaux sociaux
Ayoub Rhani,BV_ST01,Machine Learning avancé,6023,2025-04-13 07:37:36,2025-04-13 08:46:36,8,"Méthodologie adaptée, j'ai beaucoup appris.",1684,53,\N,\N,2025-04-13 07:38:36,2025-04-13 08:47:36,openclassrooms,plateforme
Lina Fadili,BV_ST02,Introduction à l’IA,6024,2025-02-17 09:37:36,2025-02-17 11:07:36,7,D'accord avec le contenu mais peut être amélioré.,1639,60,\N,\N,2025-02-17 09:38:36,2025-02-17 11:08:36,openclassrooms,réseaux sociaux
Sara Toumi,BV_ST01,Formation Python pour débutants,6025,2025-05-03 08:37:36,2025-05-03 09:50:36,10,"Méthodologie adaptée, j'ai beaucoup appris.",1750,50,\N,\N,2025-05-03 08:38:36,2025-05-03 09:51:36,coursera,réseaux sociaux
Sara El Amrani,BV_ST04,Machine Learning avancé,6026,2025-06-27 09:37:36,2025-06-27 11:06:36,8,Formateur très compétent et à l'écoute.,1501,61,\N,\N,2025-06-27 09:38:36,2025-06-27 11:07:36,openclassrooms,plateforme
Adam Rhani,BV_ST03,Développement Web FullStack,6027,2025-02-18 07:37:36,2025-02-18 08:40:36,7,"Formation conforme aux attentes, sans surprise.",1788,55,\N,\N,2025-02-18 07:38:36,2025-02-18 08:41:36,openclassrooms,enquête
Youssef Bennani,BV_ST04,Introduction à l’IA,6028,2025-01-27 07:37:36,2025-01-27 09:07:36,8,"Très satisfait du cours, contenu clair et utile.",1927,55,\N,\N,2025-01-27 07:38:36,2025-01-27 09:08:36,web4job,email
Adam Fadili,BV_ST02,Formation Python pour débutants,6029,2025-04-22 08:37:36,2025-04-22 09:58:36,7,D'accord avec le contenu mais peut être amélioré.,1651,53,\N,\N,2025-04-22 08:38:36,2025-04-22 09:59:36,openclassrooms,réseaux sociaux
Lina Slaoui,BV_ST04,Développement Web FullStack,6030,2025-04-01 08:37:36,2025-04-01 10:01:36,9,Formateur très compétent et à l'écoute.,1896,57,\N,\N,2025-04-01 08:38:36,2025-04-01 10:02:36,openclassrooms,enquête
Rania Hamzaoui,BV_ST01,Développement Web FullStack,6031,2025-04-15 09:37:36,2025-04-15 10:39:36,10,Formateur très compétent et à l'écoute.,1643,61,\N,\N,2025-04-15 09:38:36,2025-04-15 10:40:36,udemy,email
Amine Hamzaoui,BV_ST03,Introduction à l’IA,6032,2025-05-17 07:37:36,2025-05-17 08:45:36,7,"Cours correct, rien de particulier à signaler.",1944,61,\N,\N,2025-05-17 07:38:36,2025-05-17 08:46:36,edx,email
Ayoub Jabrane,BV_ST03,Machine Learning avancé,6033,2025-01-29 07:37:36,2025-01-29 08:41:36,10,"Méthodologie adaptée, j'ai beaucoup appris.",1618,61,\N,\N,2025-01-29 07:38:36,2025-01-29 08:42:36,udemy,enquête
Lina El Amrani,BV_ST01,Introduction à l’IA,6034,2025-05-25 08:37:36,2025-05-25 09:39:36,10,"Très satisfait du cours, contenu clair et utile.",1572,58,\N,\N,2025-05-25 08:38:36,2025-05-25 09:40:36,coursera,réseaux sociaux
Amine Hamzaoui,BV_ST01,Analyse de données avec Excel,6035,2025-04-20 07:37:36,2025-04-20 08:50:36,7,"Formation conforme aux attentes, sans surprise.",1578,62,\N,\N,2025-04-20 07:38:36,2025-04-20 08:51:36,openclassrooms,réseaux sociaux
Rania Bennani,BV_ST02,Machine Learning avancé,6036,2025-03-26 09:37:36,2025-03-26 10:59:36,7,"Cours correct, rien de particulier à signaler.",1752,50,\N,\N,2025-03-26 09:38:36,2025-03-26 11:00:36,web4job,enquête
Omar Hamzaoui,BV_ST02,Marketing Digital,6037,2025-05-19 07:37:36,2025-05-19 08:47:36,6,"Formation conforme aux attentes, sans surprise.",1688,53,\N,\N,2025-05-19 07:38:36,2025-05-19 08:48:36,openclassrooms,plateforme
Nour Benali,BV_ST01,Développement Web FullStack,6038,2025-02-14 07:37:36,2025-02-14 08:55:36,8,Formateur très compétent et à l'écoute.,1584,67,\N,\N,2025-02-14 07:38:36,2025-02-14 08:56:36,udemy,email
Omar Hamzaoui,BV_ST04,Marketing Digital,6039,2025-06-10 08:37:36,2025-06-10 09:49:36,9,"Bonne expérience, je recommande cette formation.",1562,55,\N,\N,2025-06-10 08:38:36,2025-06-10 09:50:36,openclassrooms,email
Ayoub Essaid,BV_ST04,Marketing Digital,6040,2025-03-05 09:37:36,2025-03-05 11:06:36,6,"Cours correct, rien de particulier à signaler.",1618,64,\N,\N,2025-03-05 09:38:36,2025-03-05 11:07:36,udemy,réseaux sociaux
Ayoub Hamzaoui,BV_ST04,Sécurité Informatique,6041,2025-02-08 08:37:36,2025-02-08 09:58:36,7,D'accord avec le contenu mais peut être amélioré.,1980,70,\N,\N,2025-02-08 08:38:36,2025-02-08 09:59:36,openclassrooms,réseaux sociaux
Ayoub Essaid,BV_ST04,Sécurité Informatique,6042,2025-03-15 07:37:36,2025-03-15 09:03:36,8,"Très satisfait du cours, contenu clair et utile.",1653,56,\N,\N,2025-03-15 07:38:36,2025-03-15 09:04:36,coursera,email
Khadija El Amrani,BV_ST02,Machine Learning avancé,6043,2025-02-17 09:37:36,2025-02-17 11:07:36,7,"Cours correct, rien de particulier à signaler.",1848,54,\N,\N,2025-02-17 09:38:36,2025-02-17 11:08:36,openclassrooms,réseaux sociaux
Nour Bennani,BV_ST03,Sécurité Informatique,6044,2025-06-02 07:37:36,2025-06-02 09:01:36,7,"Cours correct, rien de particulier à signaler.",1857,58,\N,\N,2025-06-02 07:38:36,2025-06-02 09:02:36,edx,email
Ayoub Bennani,BV_ST02,Sécurité Informatique,6045,2025-05-07 07:37:36,2025-05-07 08:50:36,8,Formateur très compétent et à l'écoute.,1777,57,\N,\N,2025-05-07 07:38:36,2025-05-07 08:51:36,edx,plateforme
Sara Slaoui,BV_ST03,Formation Python pour débutants,6046,2025-03-03 08:37:36,2025-03-03 09:42:36,10,"Bonne expérience, je recommande cette formation.",1628,67,\N,\N,2025-03-03 08:38:36,2025-03-03 09:43:36,openclassrooms,réseaux sociaux
Amine Rhani,BV_ST02,Sécurité Informatique,6047,2025-05-26 08:37:36,2025-05-26 10:00:36,6,"Cours correct, rien de particulier à signaler.",1972,61,\N,\N,2025-05-26 08:38:36,2025-05-26 10:01:36,edx,plateforme
Lina Benali,BV_ST03,Développement Web FullStack,6048,2025-07-05 09:37:36,2025-07-05 11:00:36,6,"Ni bon ni mauvais, c'était acceptable.",1754,57,\N,\N,2025-07-05 09:38:36,2025-07-05 11:01:36,edx,réseaux sociaux
Lina El Amrani,BV_ST03,Sécurité Informatique,6049,2025-05-22 07:37:36,2025-05-22 08:52:36,7,"Formation conforme aux attentes, sans surprise.",1584,69,\N,\N,2025-05-22 07:38:36,2025-05-22 08:53:36,coursera,enquête
Youssef Benali,BV_ST03,Sécurité Informatique,6050,2025-02-02 09:37:36,2025-02-02 11:06:36,6,D'accord avec le contenu mais peut être amélioré.,1908,61,\N,\N,2025-02-02 09:38:36,2025-02-02 11:07:36,edx,enquête
Ayoub Jabrane,BV_ST03,Machine Learning avancé,6051,2025-05-25 08:37:36,2025-05-25 10:04:36,9,"Méthodologie adaptée, j'ai beaucoup appris.",1957,51,\N,\N,2025-05-25 08:38:36,2025-05-25 10:05:36,udemy,enquête
Youssef Bennani,BV_ST02,Analyse de données avec Excel,6052,2025-05-13 09:37:36,2025-05-13 11:00:36,9,Formateur très compétent et à l'écoute.,1997,63,\N,\N,2025-05-13 09:38:36,2025-05-13 11:01:36,openclassrooms,plateforme
Sara Rhani,BV_ST04,Introduction à l’IA,6053,2025-02-28 09:37:36,2025-02-28 10:46:36,10,Formateur très compétent et à l'écoute.,1620,67,\N,\N,2025-02-28 09:38:36,2025-02-28 10:47:36,edx,email
